BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2014;800006124;800000044;GEN;67;1155;1;IAO;31924;5273;1566;9553;3265;69;;;;;;;9553;12;1092;1006;284;740;1;1
URGENCES2;2014;800006124;800000044;PED;140;556;1;IAO;7630;;;;;;;;;;;;1240;8;91;296;67;230;;
URGENCES2;2014;800015729;800015679;GEN;240;439;1;IAO;30352;;;;;;;;;;;;;6;;1396;565;852;;
URGENCES2;2014;810000224;810000471;GEN;35;35;0;;15507;2090;3733;3591;548;1005;;;;;;;3591;5;1825;979;508;480;1;1
URGENCES2;2014;810000505;810000331;GEN;498;968;1;IAO;30765;4556;8394;6466;2277;884;;;;656;154;50;7122;8;2920;6421;5043;1386;0;1
URGENCES2;2014;810000521;810000380;GEN;457;957;1;IAO;39783;4894;10652;10970;3334;1761;0;6;3;455;38;34;11425;6;2184;2503;889;1656;1;1
URGENCES2;2014;810000562;810000455;GEN;168;168;0;;19111;2057;5859;2205;990;78;176;44;7;517;114;102;2898;4;1460;1112;416;746;1;1
URGENCES2;2014;810101444;810000992;GEN;182;252;1;IAO;14842;2747;2238;;;;;;;;;;;5;1825;352;71;282;1;1
URGENCES2;2014;820000032;820000016;GEN;252;504;1;IAO;33395;3298;9674;6466;1911;1331;833;50;49;0;0;0;7299;9;3285;2849;1023;1979;1;1
URGENCES2;2014;820000057;820000131;GEN;181;420;1;IAO;17828;2450;2251;4948;1527;158;;;;189;36;55;5137;6;2190;1356;267;1205;1;1
URGENCES2;2014;820000883;820004950;GEN;168;403;1;IAO;15461;1784;4088;1607;812;38;3;3;0;530;82;98;2140;4;1460;1214;403;863;1;1
URGENCES2;2014;830000279;830100517;GEN;324;420;1;IAO;29251;2717;7002;3628;1297;110;15;9;0;1683;188;322;5326;10;3442;2109;773;1355;1;0
URGENCES2;2014;830000287;830100525;GEN;376;637;1;IAO;38420;3831;9651;7914;1766;1209;388;3;1;946;278;68;9248;12;4380;3181;565;3392;1;0
URGENCES2;2014;830000295;830100533;GEN;523;504;1;IAO;34953;4679;10073;9803;2973;1789;;;;716;213;46;10519;10;3650;6055;3292;2782;;
URGENCES2;2014;830000311;830100566;GEN;564;756;1;IAO;46818;5428;13775;12981;3345;2592;21;12;0;475;49;112;13477;4;1460;1112;645;474;0;1
URGENCES2;2014;830000337;830100590;GEN;168;336;1;IAO;24628;2449;4868;2601;802;66;;;;951;122;139;3552;4;1460;1739;628;1129;1;1
URGENCES2;2014;830000345;830100616;GEN;526;1344;1;IAO;49907;7179;2696;10232;3896;156;311;15;11;436;94;24;10979;12;4380;4869;2077;2977;1;1
URGENCES2;2014;830000345;830100616;PED;168;336;1;IAO;20457;;;;;;;;;;;;3734;4;1460;1456;669;818;;
URGENCES2;2014;830100574;750821092;GEN;504;684;1;IAO;27633;5897;1575;7821;3069;147;141;7;;663;283;10;8625;11;4015;4811;1822;3119;1;1
URGENCES2;2014;830100608;830100616;GEN;238;581;1;IAO;25105;3636;4106;3421;1877;94;44;1;;247;72;3;3712;3;1095;1798;783;1056;1;1
URGENCES2;2014;830200523;830210084;GEN;168;224;0;;17516;1012;3946;1188;208;51;;;;266;35;50;1454;;;0;0;0;1;0
URGENCES2;2014;840000343;840000012;GEN;264;364;1;IAO;13483;2002;2694;2560;1035;45;7;;;153;;;2720;3;1095;1141;702;450;1;1
URGENCES2;2014;840000392;840000046;GEN;168;336;1;IAO;26407;2680;6788;2983;1142;34;;;;;;;2983;6;2190;2539;937;1656;1;0
URGENCES2;2014;840000418;840004659;GEN;238;420;1;IAO;23799;2396;4424;5477;;;24;;;441;;;5942;5;1825;1876;730;1262;1;1
URGENCES2;2014;840000483;840000087;GEN;336;402;1;IAO;28121;3250;6050;5808;;;0;;;;;;5808;10;3650;2551;757;2185;1;1
URGENCES2;2014;840000491;130041916;GEN;336;277;0;;16977;2046;3865;4252;1416;132;0;0;0;43;5;5;4295;4;1460;1875;1080;908;;
URGENCES2;2014;840000525;840000111;GEN;168;336;0;;9024;1287;2116;1158;;;1;;;564;;;1723;3;1095;448;230;224;0;0
URGENCES2;2014;840000533;840000129;GEN;168;168;1;;9410;2659;1010;399;;;1;;;140;;;540;6;2190;858;350;592;;
URGENCES2;2014;840001861;840006597;GEN;679;924;1;IAO;73416;6535;2824;16978;4005;237;4;4;0;2091;164;75;19073;2;730;328;314;14;1;1
URGENCES2;2014;840001861;840006597;PED;418;588;1;IAO;31867;;;;;;;;;;;;5476;4;1460;745;371;386;;
URGENCES2;2014;850000118;850013244;GEN;168;336;1;IAO;15181;861;4183;1825;360;153;;;;;;;1825;6;2190;458;64;437;1;0
URGENCES2;2014;850000142;850000019;GEN;370;927;1;IAO;46257;4322;12392;13456;2672;3616;9;2;;553;40;30;14018;7;2555;924;161;780;1;1
URGENCES2;2014;850000175;850009010;GEN;238;544;1;IAO;26308;4337;5097;7260;2821;193;306;13;6;136;10;37;7702;3;1095;579;28;603;1;1
URGENCES2;2014;850000209;850000019;GEN;168;280;0;;13515;1912;2809;2477;1030;139;38;18;;158;15;6;2673;4;1460;950;498;463;1;0
URGENCES2;2014;850000225;850000019;GEN;168;205;0;;10911;1273;2829;1871;820;100;12;4;;174;18;19;2057;2;730;426;32;419;1;0
URGENCES2;2014;850000241;850000084;GEN;418;630;1;IAO;26720;5609;5116;6206;2854;546;;;;;;;6206;8;2920;3379;563;3236;0;1
URGENCES2;2014;850009630;850000035;GEN;168;317;1;IAO;19400;2497;5331;4295;1364;844;174;13;0;;;;4469;4;1460;1621;53;1696;1;0
URGENCES2;2014;860000025;860013382;GEN;336;615;1;IAO;20852;3280;4395;6922;2540;160;;;;531;52;160;7453;6;2190;3011;613;2848;1;1
URGENCES2;2014;860000033;860013382;GEN;168;168;0;;7491;1121;1874;1546;738;15;0;0;0;130;82;1;1676;2;730;432;106;367;1;0
URGENCES2;2014;860000058;860780097;GEN;168;168;0;;8715;2144;1338;2366;1111;70;2;2;;224;32;27;2592;2;730;437;0;450;1;1
URGENCES2;2014;860000223;860013077;GEN;480;1535;1;IAO;46106;7551;1954;20232;5696;414;3;3;0;0;0;0;20235;;;0;0;0;1;1
URGENCES2;2014;860000223;860013077;PED;218;441;1;IAO;19023;;;;;;;;;;;;3211;;;0;0;0;;
URGENCES2;2014;860010321;860010313;GEN;168;381;1;IAO;14430;1449;2422;2688;629;136;;;;;;;2688;4;1460;110;12;114;0;0
URGENCES2;2014;870000064;870000015;GEN;443;1109;1;IAO;41254;7340;1001;13216;4137;113;291;219;0;1616;462;7;15123;11;4015;5038;633;5840;1;1
URGENCES2;2014;870000098;870000023;GEN;161;386;1;IAO;13727;2811;2756;3683;1254;95;23;18;;;;;3706;3;1095;1181;367;858;1;0
URGENCES2;2014;870000270;870000031;GEN;168;168;0;;8850;2487;1613;2333;;;1;;;306;;;2640;2;730;592;101;554;1;1
URGENCES2;2014;870000288;870017415;GEN;240;595;1;IAO;27502;2923;3267;4524;1270;99;;;;364;;;4888;3;1095;491;91;440;1;1
URGENCES2;2014;870014859;870000015;PED;245;490;1;MAO;27425;;;;;;;;;;;;3637;6;1676;1405;545;873;;
URGENCES2;2014;880000021;880007059;GEN;457;840;1;IAO;31671;3719;10836;6738;2269;1155;;;;1291;;;8029;6;2190;4417;818;4149;1;0
URGENCES2;2014;880000047;880780077;GEN;336;590;1;IAO;24371;4632;4401;7006;2828;614;;;;560;;;7566;6;2190;1969;855;1150;1;0
URGENCES2;2014;880000054;880007299;GEN;336;416;0;;16469;2286;3931;5474;1714;708;;;;273;43;26;5747;2;730;777;417;408;1;1
URGENCES2;2014;880000062;880780093;GEN;406;574;1;IAO;23320;2667;6305;6111;1638;1146;;;;775;114;51;6886;4;1460;1469;417;1302;1;0
URGENCES2;2014;880000070;880007299;GEN;168;252;0;;9205;1034;2076;1555;532;27;6;4;0;539;90;100;2100;2;730;626;418;211;1;0
URGENCES2;2014;890002389;890000730;GEN;168;168;;;12588;;;579;;;;;;;;;579;4;1460;524;524;0;;
URGENCES2;2014;890975527;890000037;GEN;889;728;1;IAO;38393;;;9733;;;1;;;555;;;10289;11;4015;3783;1789;3289;0;0
URGENCES2;2014;890975527;890000037;PED;168;373;1;IAO;12828;;;;;;;;;;;;1710;;;0;0;0;;
URGENCES2;2014;890975535;890000409;GEN;168;221;0;;10791;1669;1822;1935;944;;28;;;;;;1963;2;730;679;363;388;1;0
URGENCES2;2014;890975543;890000417;GEN;168;346;1;IAO;17380;1099;5385;2670;1061;19;;;;;;;2670;3;1095;1170;500;694;1;1
URGENCES2;2014;890975550;890970569;GEN;554;504;1;IAO;37464;3882;4402;6699;2032;130;;20;;;44;2;6699;6;1950;1640;750;942;1;0
URGENCES2;2014;890975550;890970569;PED;168;168;0;;10549;;;;;;;;;;;;944;0;0;0;0;0;;
URGENCES2;2014;890975568;890000433;GEN;168;252;1;IAO;10085;1226;2241;1115;608;;;;;435;;;1550;2;730;384;139;310;1;1
URGENCES2;2014;900000167;900000365;GEN;380;965;1;IAO;35327;4584;5800;8542;2777;252;0;0;0;0;0;0;8542;9;2920;2350;381;2316;0;1
URGENCES2;2014;910000272;910110014;GEN;400;339;1;IAO;22251;2087;4431;4311;1114;175;3;3;;281;73;11;4595;4;1460;2152;1741;416;1;0
URGENCES2;2014;910000272;910110014;PED;168;168;1;IAO;5254;;;;;;;;;;;;1041;;;0;0;0;;
URGENCES2;2014;910000280;910019447;GEN;275;424;0;;22337;;;3249;;;;;;129;;;3378;4;1460;1202;243;1032;1;1
URGENCES2;2014;910000298;910110055;GEN;353;924;1;IAO;34276;3652;998;7783;2009;120;13;11;;2895;806;21;10691;10;3650;3807;678;3583;1;1
URGENCES2;2014;910000298;910110055;PED;220;455;0;IAO;25123;;;;;;;;;;;;2052;4;1460;898;222;760;;
URGENCES2;2014;910000306;910110063;GEN;270;830;1;IAO;25369;2636;1203;3003;;;542;;;785;;;4330;8;2920;2422;556;2149;0;1
URGENCES2;2014;910000306;910110063;PED;168;280;1;IAO;16752;;;;;;;;;;;;1475;3;1095;207;122;87;;
URGENCES2;2014;910001973;910019447;GEN;231;420;0;;25628;;;3883;;;;;;209;;;4092;5;1826;1596;371;1307;1;1
URGENCES2;2014;910018423;910019454;GEN;218;420;1;IAO;28667;2018;6047;1687;927;10;0;0;0;858;100;210;2545;2;730;750;398;352;1;1
URGENCES2;2014;910020254;910002773;GEN;1003;2114;1;IAO;77771;4906;8921;12795;3002;244;571;2;7;;;;13366;24;8100;6965;844;8761;0;1
URGENCES2;2014;910020254;910002773;PED;187;672;1;IAO;25300;;;;;;;;;;;;3085;6;2190;1704;452;1361;;
URGENCES2;2014;910300144;910000447;GEN;168;203;1;IAO;17398;1043;2783;;;;;;;;;;;5;1825;1623;1388;237;1;1
URGENCES2;2014;910300219;910003888;GEN;3912;504;1;IAO;24584;;;;;;;;;;;;;6;2190;1328;461;957;1;0
URGENCES2;2014;910300300;910000538;GEN;168;252;1;IAO;10160;1264;1512;1492;1203;12;;;;;;;1492;3;10;504;191;321;1;0
URGENCES2;2014;910803543;910017615;GEN;238;448;1;IAO;29301;2831;8341;;;;;;;;;;;5;1825;1331;894;451;;
URGENCES2;2014;920000577;920110020;GEN;330;609;1;IAO;38400;3195;2110;4627;2356;8;294;;;;;;4921;4;1460;1086;233;974;1;1
URGENCES2;2014;920000585;920026374;GEN;;578;1;IAO;26162;2525;;5471;1526;;0;;;788;80;;6259;5;1825;2046;465;1790;1;1
URGENCES2;2014;920000585;920026374;PED;;168;1;IAO;15451;;;;;;;;;;;;1663;;;0;0;0;;
URGENCES2;2014;920000619;920009909;GEN;1213;168;0;;14325;1476;1847;1713;695;37;;;;281;;;1994;2;730;749;123;740;;
URGENCES2;2014;920000627;920009909;GEN;736;168;;;11676;849;1421;1023;357;3;;;;148;;;1171;2;730;223;29;201;;
URGENCES2;2014;920000643;920150034;GEN;;;1;IAO;41310;2736;6603;6508;1457;266;;;;257;37;43;6765;7;2555;1912;263;1991;;
URGENCES2;2014;920000643;920150034;PED;;;1;IAO;13985;;;;;;;;;;;;971;;;0;0;0;;
URGENCES2;2014;920000650;920150059;GEN;510;1209;1;IAO;50482;5166;3707;10107;2902;95;82;1;2;556;124;72;10745;5;1825;4323;1470;2983;1;1
URGENCES2;2014;920100013;750712184;GEN;438;903;1;IAO;35342;5371;1273;7289;2472;180;;;;2613;1058;50;9902;18;6570;5405;1128;4533;1;1
URGENCES2;2014;920100013;750712184;PED;247;672;1;IAO;20461;;;;;;;;;;;;;4;1294;2188;1706;489;;
URGENCES2;2014;920100021;750712184;GEN;377;756;1;IAO;31280;4201;440;9700;3087;223;0;0;0;590;42;11;10290;11;4015;5018;1892;3312;1;1
URGENCES2;2014;920100021;750712184;PED;268;561;1;IAO;25198;;;;;;;;;;;;2891;6;334;1092;624;486;;
URGENCES2;2014;920100039;750712184;GEN;401;840;1;IAO;28898;2436;1081;1055;167;9;0;0;0;946;212;39;2001;10;3650;4260;773;4218;1;0
URGENCES2;2014;920100047;750712184;GEN;737;1965;1;IAO;26921;1855;1327;3811;1023;97;62;;;663;53;19;4536;10;3650;2652;301;3447;1;1
URGENCES2;2014;920100047;750712184;PED;423;490;1;IAO;33033;;;;;;;;;;;;3185;9;3285;2789;1077;1718;;
URGENCES2;2014;920120011;750821092;GEN;343;435;1;IAO;18809;2618;794;1902;484;36;110;1;0;;;;2012;5;1825;1640;319;1418;1;1
URGENCES2;2014;920300043;920001526;GEN;444;840;1;IAO;58803;5540;14026;4413;1357;144;0;0;0;274;106;27;4687;11;4015;2767;773;2195;1;0
URGENCES2;2014;920300597;920000940;GEN;168;168;1;IAO;13260;895;2944;799;216;35;1;0;0;48;10;8;848;3;1095;0;0;0;1;1
URGENCES2;2014;930000286;930021480;GEN;448;980;1;IAO;37022;3930;5616;7692;2549;164;15;11;0;607;59;111;8314;10;3650;831;205;706;1;1
URGENCES2;2014;930000286;930021480;PED;91;105;1;IAO;12066;;;;;;;;;;;;1569;0;0;0;0;0;;
URGENCES2;2014;930000302;930110036;GEN;440;840;1;IAO;41947;2731;5207;5149;1265;84;;;;1513;478;118;6662;7;2555;2134;197;2262;0;1
URGENCES2;2014;930000302;930110036;PED;176;168;1;IAO;18254;;;;;;;;;;;;1221;3;1095;196;45;169;;
URGENCES2;2014;930000328;930110051;GEN;;2184;0;IAO;53332;2716;2101;6494;1262;146;24;8;0;1100;229;3;7618;8;2920;1278;572;754;1;
URGENCES2;2014;930000328;930110051;PED;;1176;0;IAO;31766;;;;;;;;;;;;3789;7;1634;0;0;0;;
URGENCES2;2014;930000336;930110069;GEN;484;1008;1;IAO;67558;;23819;12042;;3420;537;;10;502;;61;13081;11;4015;3555;625;4405;1;1
URGENCES2;2014;930000336;930110069;PED;48;48;1;IAO;23042;;;;;;;;;;;;2342;;;0;0;0;;
URGENCES2;2014;930100037;750712184;GEN;588;1193;1;IAO;39304;5153;245;6520;4541;212;;;;2188;612;33;8708;12;4380;3573;192;4291;0;1
URGENCES2;2014;930100045;750712184;GEN;356;756;1;IAO;29463;1749;13;3168;;;;;;904;;;4072;10;3650;2465;303;2893;0;1
URGENCES2;2014;930100045;750712184;PED;288;924;1;IAO;31838;;;;;;;;;;;;1188;6;2190;1192;259;1100;;
URGENCES2;2014;930300025;930000393;GEN;252;420;1;IAO;39160;1095;9120;1056;;;0;;;0;;;1056;6;6;320;137;185;1;0
URGENCES2;2014;930300066;930000401;GEN;266;336;1;IAO;22103;2067;2331;1918;;;;;;237;;;2155;4;1460;56;23;39;1;1
URGENCES2;2014;930300082;930000419;GEN;224;252;1;IAO;19860;1351;4521;2721;475;85;;;;232;19;45;2953;;;0;0;0;1;1
URGENCES2;2014;930300116;930000427;GEN;302;292;1;IAO;24911;;;1905;;;;;;;;;1905;3;1095;15;4;11;1;1
URGENCES2;2014;930300553;930000633;GEN;245;220;1;IAO;35090;1021;9813;1567;273;103;;;;;;;1567;7;2555;452;214;338;1;1
URGENCES2;2014;930300595;930000658;GEN;252;336;1;IAO;29036;;;;;;;;;;;;;4;392;200;49;153;0;0
URGENCES2;2014;940000573;940110018;GEN;534;665;1;IAO;56404;3230;474;10955;1771;66;;;;;;;10955;12;4380;2787;0;3111;0;1
URGENCES2;2014;940000573;940110018;PED;489;700;1;IAO;39108;;;;;;;;;;;;5314;4;1460;0;0;0;;
URGENCES2;2014;940000599;940110042;GEN;850;1092;1;IAO;54411;6345;5451;8725;;;61;;;651;;;9437;13;459;3985;525;4358;1;1
URGENCES2;2014;940000599;940110042;PED;168;346;1;IAO;25230;;;;;;;;;;;;;4;1460;330;199;142;;
URGENCES2;2014;940000649;940150014;GEN;543;1023;1;IAO;41196;4444;1903;9534;2836;151;;;;;;;9534;12;4380;7268;1600;6085;0;
URGENCES2;2014;940000649;940150014;PED;351;551;1;IAO;29986;;;;;;;;;;;;3113;6;2190;1272;541;734;;
URGENCES2;2014;940100027;750712184;GEN;672;4032;1;IAO;46571;4904;1417;11011;2809;141;120;1;3;1451;296;39;12582;16;5840;6948;1019;6420;1;1
URGENCES2;2014;940100043;750712184;GEN;1200;1296;1;IAO;51322;5192;658;10871;3077;136;0;0;0;1228;133;23;12099;21;7665;6831;860;7225;1;1
URGENCES2;2014;940100043;750712184;PED;720;822;1;IAO;35030;;;;;;;;;;;;;10;3100;2201;632;1650;;
URGENCES2;2014;940120017;750821092;GEN;336;504;1;IAO;23140;2836;329;;1363;74;;;;;;;;6;2190;3265;1687;1771;1;1
URGENCES2;2014;940300031;940000706;GEN;168;168;1;IAO;15374;;;3074;;;;;;;;;3074;4;1460;1535;1208;328;1;1
URGENCES2;2014;940300270;940000771;GEN;168;168;1;IAO;17852;1673;3519;;;;;;;;;;;4;1460;874;364;596;1;1
URGENCES2;2014;940300445;940000854;GEN;168;252;1;IAO;11433;209;1041;;;;;;;;;;;3;;18;2;17;1;1
URGENCES2;2014;940300569;940000912;GEN;231;385;0;;28544;463;8550;1241;46;450;;;;;;;1241;4;1460;1349;1129;222;0;0
URGENCES2;2014;950000307;950110015;GEN;852;1543;1;IAO;62907;;;12858;;;314;;;467;;;13639;16;5840;5781;1521;5554;1;1
URGENCES2;2014;950000307;950110015;PED;;;0;;21849;;;;;;;;;;;;1825;;;0;0;0;;
URGENCES2;2014;950000315;950001370;GEN;470;588;1;IAO;33396;2220;11799;5601;;;364;;;377;;;6342;6;2190;2119;786;1461;0;0
URGENCES2;2014;950000323;950013870;GEN;742;1092;1;IAO;52663;9395;7152;9922;3254;251;852;127;26;1094;393;43;11868;22;8030;4455;558;6168;1;1
URGENCES2;2014;950000323;950013870;PED;168;504;1;IAO;18198;;;;;;;;;;;;1850;;;0;0;0;;
URGENCES2;2014;950000331;950110049;GEN;48;;1;IAO;47462;4769;8292;8601;;;685;;;238;;;9524;10;3650;865;160;714;1;0
URGENCES2;2014;950000331;950110049;PED;48;;1;IAO;25025;;;;;;;;;;;;3866;4;1460;1187;676;514;;
URGENCES2;2014;950000349;950015289;GEN;196;168;0;;11998;490;4385;838;;;1;;;158;;;997;2;730;469;329;154;1;1
URGENCES2;2014;950000364;950110080;GEN;636;1092;1;IAO;61842;4659;10605;13220;2457;476;127;2;0;268;9;64;13615;14;5110;4948;1659;4298;;
URGENCES2;2014;950000364;950110080;PED;164;353;1;IAO;23267;;;;;;;;;;;;3711;5;1825;1508;590;982;;
URGENCES2;2014;950300244;950000539;GEN;225;407;1;IAO;32603;1774;8772;1844;;;;;;67;;;1911;4;;533;254;282;1;1
URGENCES2;2014;950300277;950000547;GEN;222;268;1;IAO;28141;;;548;;;0;;;289;;;837;8;2920;776;485;347;1;0
URGENCES2;2014;950807982;950001636;GEN;504;252;1;IAO;23511;921;5650;1468;240;86;;;;53;;;1521;4;4;4;2;2;1;1
URGENCES2;2014;970100392;970100178;GEN;238;616;1;IAO;25173;2659;7245;7438;1357;720;;;;346;;;7784;8;2920;2506;174;3278;0;
URGENCES2;2014;970100400;970100186;GEN;48;39;1;IAO;17315;354;5098;2966;346;1440;;;;;;;2966;2;2;617;118;692;0;0
URGENCES2;2014;970100426;970100202;GEN;168;168;0;;5956;655;1574;382;164;2;;;;388;48;31;770;2;884;851;588;287;1;0
URGENCES2;2014;970100442;970100228;GEN;514;1008;1;IAO;52527;;;13776;;;;;;;;;13776;8;2920;2238;351;3208;1;1
URGENCES2;2014;970100442;970100228;PED;168;504;1;IAO;23083;;;;;;;;;;;;3222;2;730;872;364;536;;
URGENCES2;2014;970107249;970100731;GEN;252;252;1;IAO;26326;2394;3840;1458;315;97;;;;;;;1458;7;2555;2621;1747;874;1;0
URGENCES2;2014;970211215;970211207;GEN;14;70;1;IAO;46465;5429;1123;15132;;;0;;;40;;;15172;31;11315;3555;327;4888;;
URGENCES2;2014;970211223;970211207;GEN;318;658;1;IAO;30752;3358;8761;6647;;1123;212;;;;;;6859;8;2920;115;101;17;1;1
URGENCES2;2014;970211256;970211207;PED;;;1;IAO;26593;;;;;;;;;;;;2527;3;1095;1061;771;300;;
URGENCES2;2014;970300026;970302022;GEN;735;1241;1;IAO;47251;1623;15169;5015;;;418;;;;;;5433;12;;1802;64;4467;1;1
URGENCES2;2014;970300083;970302121;GEN;308;504;1;IAO;24151;204;9292;2199;;805;11;;1;;;;2210;0;0;0;0;0;0;0
URGENCES2;2014;970300265;750721334;GEN;301;508;1;IAO;19716;222;7245;3292;;;;;;;;;3292;5;1825;1223;340;1052;0;0
URGENCES2;2014;970400024;970408589;GEN;410;714;1;IAO;34112;2572;3849;11093;1833;322;7;1;0;252;14;15;11352;10;3650;5045;1524;3655;1;1
URGENCES2;2014;970400024;970408589;PED;189;240;1;IAO;10641;;;;;;;;;;;;2762;6;2190;1804;485;1516;;
URGENCES2;2014;970400057;970408589;GEN;498;1442;1;IAO;45330;3507;5878;3260;480;51;598;2;37;1153;407;13;5011;19;6935;5352;1883;3853;1;1
URGENCES2;2014;970400057;970408589;PED;210;350;0;;15868;;;;;;;;;;;;3724;4;1460;1171;279;966;;
URGENCES2;2014;970400065;970421038;GEN;450;533;1;IAO;27987;2335;0;7515;1319;;;;;139;68;;7654;6;2190;2407;408;2053;;
URGENCES2;2014;970400065;970421038;PED;;208;1;IAO;14308;;;;;;;;;;;;2297;;;0;0;0;;
URGENCES2;2014;970400073;970403606;GEN;504;420;1;IAO;26205;1848;3517;6150;;;0;;;861;;;7011;8;2920;2544;432;2188;1;1
URGENCES2;2014;980500011;980500003;GEN;1344;450;1;IAO;48042;;21619;;;;;;;;;;;16;5840;3464;134;5649;0;1
