BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2014;600000012;14;CHS CHI CLERMONT;600009849;HOSPITALISATION SITE DE COMPIEGNE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600009856;CMP CHI CLERMONT CHAMBLY;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600009930;AMT CHI CLERMONT BEAUVAIS;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600010235;HOPITAL DE JOUR CHI CLERMONT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011670;CMP CHI CLERMONT LIANCOURT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011688;CATTP CHI CLERMONT ST-JUST-EN-CHAUSSÉE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011696;CATTP CHI CLERMONT BRETEUIL ADULTE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011704;CATTP CHI CLERMONT CREIL;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011712;CATTP CHI CLERMONT SENLIS;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011720;CATTP CHI CLERMONT CRÉPY-EN-VALOIS;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011746;CATTP CHI CLERMONT COMPIÈGNE ENFANT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011753;CATTP CHI CLERMONT MÉRU ENFANT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011761;CATTP CHI CLERMONT BRETEUIL ENFANT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011779;CATTP CHI CLERMONT CHANTILLY;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011787;CATTP CHI CLERMONT CLERMONT ENFANT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011795;CATTP CHI CLERMONT NOYON ADOLESCENT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011803;CATTP CHI CLERMONT PONT-SAINTE-MAXENCE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011811;CATTP CHI CLERMONT BEAUVAIS ENFANT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011829;CATTP CHI CLERMONT CHAUMONT-EN-VEXIN;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011837;CATTP CHI CLERMONT CLERMONT ADULTE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011845;CATTP CHI CLERMONT MÉRU ADULTE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600011852;CATTP CHI CLERMONT GRANDVILLIERS;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600101752;CTRE POST CURE L AVENIR CHS CLERMONT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600105431;CHS CHI CLERMONT FITZ JAMES;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600106017;CTRE JOUR ENFANT BEAUVAIS CHS CLERMONT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600106025;CENTRE JOUR ENFANTS MARIE NOEL;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109540;CMP CHI CLERMONT PONT-SAINTE-MAXENCE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109599;HJ CHI CLERMONT NOYON;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109607;CTRE JOUR ADULTES LES 3 PIERRES;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109904;CATTP CHI CLERMONT COMPIÈGNE ADULTE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109912;CMP CHI CLERMONT BEAUVAIS ENFANT;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109920;CMP CHI CLERMONT CHAUMONT-EN-VEXIN;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109938;CMP CHI CLERMONT ADULTE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600109946;CMP CHI CLERMONT MÉRU ADULTE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;600110118;CMP CHI CLERMONT GRANDVILLIERS;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;920023553;CMP ADULTE CH COURBEVOIE-NEUILLY/SEINE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;920023587;CMP ADULTE CH COURBEVOIE-NEUILLY/SEINE;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;920023603;CATTP ADULTES;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;920023611;CMP ADULTE CH COURBEVOIE-NEUILLY G07;600100028
STB;2014;600000012;14;CHS CHI CLERMONT;920023637;CATTP ADULTES;600100028
STB;2014;600000020;04;HOPITAL CRÉPY-EN-VALOIS;600107890;USLD HL CRÉPY-EN-VALOIS;600100085
STB;2014;600000046;04;CH PONT-SAINTE-MAXENCE;600107510;USLD CH PONT-SAINTE-MAXENCE;600100127
STB;2014;600000053;04;CH GHPSO SENLIS;600107478;USLD GHPSO SENLIS;600101984
STB;2014;600000152;04;CH CHAUMONT-EN-VEXIN;600107536;USLD CH CHAUMONT-EN-VEXIN;600100572
STB;2014;600000186;04;CH CLERMONT;600107551;USLD CH CLERMONT;600100648
STB;2014;600000194;04;CH BEAUVAIS;;;600100713
STB;2014;600000285;04;CH CHICN NOYON;600110589;USLD CHICN NOYON;600100721
STB;2014;600000467;04;CH GHPSO CREIL;;;600101984
STB;2014;600001184;04;USLD HL GRANDVILLIERS;;;600108948
STB;2014;600003008;09;SERVICE HOSPITALISATION A DOMICILE;;;600113278
STB;2014;600006308;04;GCS UNICCIC - IMPLANTATION;;;600006258
STB;2014;600008643;09;SARL AMBOISE;;;600008635
STB;2014;600009054;15;CLINIQUE EUGENIE;;;600000798
STB;2014;600010094;04;SSR HL CRÈVECOEUR-LE-GRAND;;;600100580
STB;2014;600010102;04;HAD CHICN COMPIÈGNE;;;600100721
STB;2014;600010862;09;SAS CENTRE CHIRURGICAL DE CHANTILLY;;;600010854
STB;2014;600011183;09;GCS RADIOTHERAPIE COMPIEGNE-IMPLANT CH;;;600011175
STB;2014;600012330;09;GCS RADIOTHERAPIE-IMPLANT-POLY;;;600011175
STB;2014;600100101;03;GROUPE HOSPITALIER PAUL DOUMER;;;750712184
STB;2014;600100168;09;CTRE MEDICO CHIRURGICAL DES JOCKEYS;;;600106629
STB;2014;600100176;09;CENTRE DE SOINS DU VALOIS;;;600010581
STB;2014;600100184;09;CLINIQUE DU VALOIS;;;600010276
STB;2014;600100275;09;MCS - Soins de Suite et de Réadaptation;;;600000111
STB;2014;600100283;09;CENTRE DE READAPTATION ALPHONSE DE ROTHSCHILD;;;750710428
STB;2014;600100291;09;Le château de Brégy;;;750052144
STB;2014;600100309;09;CENTRE MEDECINE PHYSIQUE BOIS LARRIS;;;750721334
STB;2014;600100671;09;CRF LE BELLOY;;;750034589
STB;2014;600100754;09;POLYCLINIQUE SAINT COME;;;600000228
STB;2014;600100770;09;FRATERNITE DE L'HERMITAGE;;;600000244
STB;2014;600100796;09;CTRE REEDUCATION FONC LEOPOLD BELLAN;;;750720609
STB;2014;600100861;09;LNA SANTE;;;440052041
STB;2014;600101679;09;CRF SAINT LAZARE;;;590039863
STB;2014;600101687;09;CTRE GERIATRIE ACCUEIL SPECIALISE;;;600010037
STB;2014;600101943;09;CTRE DE PREVENTION ET DE READAPTATION CARDIO-VASCULAIRE L BELLAN;;;750720609
STB;2014;600105381;09;USLD CENTRE GERIATRIQUE CONDE;;;600106611
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600005268;EPSM CATTP ENFANTS;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009393;EPSM - LA NOUVELLE FORGE;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009401;EPSM INSTITUT DECROLY;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009435;EPSM CMP ENFANTS CREIL;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009443;EPSM CMP ENFANTS CREPY EN VALOIS;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600011860;CATTP NOUVELLE FORGE SENLIS;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600101174;EPSM CTRE PSYCHOTHERAPIE ET REEDUCATIO;600107049
STB;2014;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600109888;EPSM HOPITAL DE NUIT;600107049
STB;2014;600107494;04;USLD CH BEAUVAIS;;;600100713
STB;2014;600107668;04;USLD CHICN COMPIÈGNE;;;600100721
STB;2014;600110175;09;CLINIQUE DU PARC ST LAZARE;;;600001234
STB;2014;600111124;09;CENTRE GERIATRIQUE CONDE;;;600106611
STB;2014;600113476;04;CH CHICN COMPIÈGNE;;;600100721
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610002545;ATELIER RUE DR FRINAULT - CH L'AIGLE;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610002578;CATTP MORTAGNE (61G04)-CH L'AIGLE;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610003980;CATTP (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004004;CATTP L'AIGLE (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004012;CATTP BELLEME (61I01) -  CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004020;CATTP VIMOUTIERS (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004046;CATTP FLERS (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004053;CATTP ARGENTAN (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004061;CATTP LA FERTE MACE 61I02- CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004087;CATTP Mortagne - CPO;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610005589;CMP PERSONNES ÂGÉES(61G01) - ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610005639;CATTP (61G01) - BELLEME;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610005688;HÔPITAL DE JOUR (61G02) -LA FERTÉ MACÉ;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610784084;CMP (61G04) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787434;CMP ARGENTAN (61G02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787459;CMP FLERS (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787467;CMP LA FERTE MACE (61G02)- CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787475;CMP DOMFRONT (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787483;HOPITAL DE JOUR (61G01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787491;CMP BELLEME (61G01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787509;CMP RUE JULLIEN (61G01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787517;CMP (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787525;CMP VIMOUTIERS (61G04) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787558;CMP MORTAGNE (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787566;CMP ARGENTAN (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610787574;CMP LA FERTE MACE (61I02)- CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610788689;HOPITAL DE JOUR (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610788705;HOPITAL DE JOUR (61I02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610788713;HOPITAL DE JOUR (61G02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610789562;HOPITAL DE JOUR (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610789901;CMP L'AIGLE (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790172;CMP VIMOUTIERS (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790305;CMP BELLEME (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790339;CMP MORTAGNE (61G04) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790347;CMP GACE (61G04) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790354;CENTRE DE THERAPIE FAMILIALE INTERSECT;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790388;HOPITAL DE JOUR (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790487;CATTP (61G04) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790503;CMP (61G02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790511;CATTP PERS. AGEE (61G01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790537;CATTP ARGENTAN (61G02) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790545;CATTP LA FERTE MACE 61G02- CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790552;CATTP MORTAGNE (61I01) - CPO ALENCON;610780025
STB;2014;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610790560;ATELIER INTERSECTORIEL - CPO ALENCON;610780025
STB;2014;610000044;04;CENTRE HOSPITALIER DE L'AIGLE;610787319;UNITE SOINS LONGUE DUREE - CH L'AIGLE;610780074
STB;2014;610000051;04;C.H.I.C ALENCON - MAMERS;;;610780082
STB;2014;610000069;04;CENTRE HOSPITALIER D'ARGENTAN;;;610780090
STB;2014;610000077;04;CH MARGUERITE DE LORRAINE-MORTAGNE;;;610780124
STB;2014;610000085;04;HOPITAL LOCAL - BELLEME;;;610780132
STB;2014;610000093;04;HOPITAL - SEES;;;610780140
STB;2014;610000101;04;HOPITAL LOCAL - VIMOUTIERS;;;610780157
STB;2014;610000119;04;CH -JACQUES MONOD- - FLERS;;;610780165
STB;2014;610004269;09;SERVICE D'HOSPITALISATION À DOMICILE;;;610787038
STB;2014;610005837;09;HOSPITALISATION A DOMICILE;;;610005811
STB;2014;610006256;09;HOSPITALISATION À DOMICILE ORNE-EST;;;610006769
STB;2014;610006371;09;SSR CLINIQUE ST DOMINIQUE - FLERS;;;610000135
STB;2014;610006421;09;CLINIQUE D'ALENCON;;;610006413
STB;2014;610007155;09;HAD - LA FERTE MACE (ANTENNE ALENCON);;;610005811
STB;2014;610780108;04;CH INTERCOMMUNAL DES ANDAINES;;;610790594
STB;2014;610780116;04;CH INTERCOMMUNAL DES ANDAINES;;;610790594
STB;2014;610780199;09;CLINIQUE SAINT DOMINIQUE - FLERS;;;610000135
STB;2014;610780207;09;CENTRE DE SOINS A. BOCQUET - ALENCON;;;610787061
STB;2014;610780371;09;CENTRE DE SOINS DE SUITE LE PARC;;;760025734
STB;2014;610780389;09;ASSOCIATION MARIE-ANGE MOTTIER;;;610004939
STB;2014;610784050;04;USLD -LES PASTELS- - CH ALENCON;;;610780082
STB;2014;610784423;09;CMPR DE BAGNOLES DE L'ORNE;;;610787285
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610002628;CENTRE D'ACCUEIL DE JOUR;610780165
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610790313;CMP (61G03) - CH FLERS;610780165
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610790321;CMP LE TERTRE DOMFRONT(61G03)-CH FLERS;610780165
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610790370;HOPITAL DE JOUR (61G03) - CH FLERS;610780165
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610790438;CENTRE D'ACCUEIL DE JOUR - CH FLERS;610780165
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610790446;CATTP (61G03) - CH FLERS;610780165
STB;2014;610788325;14;CENTRE MAUBERT (61G03) - CH FLERS;610790453;CATTP DOMFRONT (61G03) - CH FLERS;610780165
STB;2014;620000026;09;ETAB HOPALE - CENTRE CALOT/HELIO;;;620003814
STB;2014;620000034;04;CH ARRAS;;;620100057
STB;2014;620000059;04;CH BAPAUME;620115204;CMP ADULTES RÉPUBLIQUE CH BAPAUME;620100073
STB;2014;620000067;04;CENTRE HOSPITALIER DU TERNOIS;620105957;USLD DU CH DU TERNOIS;620100081
STB;2014;620000117;04;CH D'HESDIN;;;620100461
STB;2014;620000224;04;CH BETHUNE;620105965;CENTRE DE LONG SEJOUR GERMON;620100651
STB;2014;620000232;04;CH CARVIN;;;620100669
STB;2014;620000240;04;CH HENIN BEAUMONT;620025056;CMP ENFANTS HENIN CH HENIN BEAUMONT;620100677
STB;2014;620000240;04;CH HENIN BEAUMONT;620025064;CMP ENFANTS CARVIN CH HENIN BEAUMONT;620100677
STB;2014;620000240;04;CH HENIN BEAUMONT;620025072;CMP ENFANTS HARNES CH HENIN BEAUMONT;620100677
STB;2014;620000240;04;CH HENIN BEAUMONT;620025080;HJ PSY ESCALE CH HENIN BEAUMONT;620100677
STB;2014;620000240;04;CH HENIN BEAUMONT;620114645;CMP ADULTES CARVIN CH HENIN BEAUMONT;620100677
STB;2014;620000240;04;CH HENIN BEAUMONT;620114652;CMP ADULTES HÉNIN CH HENIN BEAUMONT;620100677
STB;2014;620000240;04;CH HENIN BEAUMONT;620118471;USLD CH HENIN-BEAUMONT;620100677
STB;2014;620000257;04;CH LENS;620111062;USLD CH LENS;620100685
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620003400;CTRE PSYCHOTHER. DU TERNOIS G08 EPSM;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620003434;HJ PSY ADUL G10 BETHUNE EPSM VAL DE LY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620003640;CMP ADUL G09 AUCHEL EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620003657;CMP ENF I03 AUCHEL EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620018309;CMP ENF I03 ST-OMER EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620023549;CATTP ADUL G08 FREVENT EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025676;CATTP ADUL G12 BEUVRY EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025684;CATTP ADUL G12 NOEUX-LES-MINES EPSM;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025692;APPART THERAP G12 EPSM VAL LYS ARTOIS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025700;CATTP ADUL G10 BETHUNE EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025718;CATTP ADUL G10 ANNEZIN EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025726;CATTP ADUL G09 JACQUES VINCENT LILLERS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025916;CATTP ADUL G06 ST-OMER EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025932;APPART THERAP G06 ST-OMER EPSM V DE LY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025940;CATTP ADUL G07 AIRE/LYS EPSM VAL DE LY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025957;CATTP ADUL G07 ST-OMER EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025965;APPART THERAP G07 AIRE/LYS EPSM VAL LY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025981;CATTP ADUL G11 BRUAY EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620025999;CATTP ENF I04 L'ENVOL EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026005;CATTP ENF I04 NOEUX EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026013;CATTP ENF F. DOLTO I04 EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026021;CATTP ENF I03 LA TOUR BLANCHE EPSM;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026039;CATTP ENF I03 LA PARENTHESE EPSM VAL;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026047;CATTP ENF I03 LES BACOVES EPSM VAL DE;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026054;CATTP ENF I03 AIRE/LYS EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620026062;CATTP ENF I03 AUCHEL EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620027698;HOPITAL DE JOUR PSY ADULTES BRUAY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620028688;CATTP BEUVRY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114439;CMP ENF I03 AIRE/LYS EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114447;CMP ENF I04 BETHUNE EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114454;CMP ADUL G06 ST-OMER EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114504;CMP ADUL G10 BETHUNE EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114587;CMP ADUL G11 BRUAY EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114660;CMP ADUL G09 LILLERS EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114678;CMP ADUL G12 NOEUX  EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620114702;CMP ADUL G08 GAUCHIN-V. EPSM VAL DE LY;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620115261;CMP ADUL G07 AIRE/LYS EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620115279;CMP WINNICOTT ENF I04 NOEUX EPSM;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620115287;CMP ENF I04 BRUAY EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620115311;CMP ADUL G07 EPSM VAL DE LYS;620101287
STB;2014;620000281;14;EPSM VAL DE LYS ARTOIS;620115329;CMP ENF I03 LILLERS EPSM VAL DE LYS;620101287
STB;2014;620000299;04;CH AIRE SUR LA LYS;620118190;USLD HL AIRE-SUR-LA LYS;620101295
STB;2014;620000323;04;CH CALAIS;620024745;AT ADULTES CALAIS CH CALAIS;620101337
STB;2014;620000323;04;CH CALAIS;620114629;CMP ADULTES MOLLIEN CH CALAIS;620101337
STB;2014;620000323;04;CH CALAIS;620114637;CMP ADULTES LAFAYETTE CH CALAIS;620101337
STB;2014;620000323;04;CH CALAIS;620115220;CMP ENFANTS KLEIN CH CALAIS;620101337
STB;2014;620000323;04;CH CALAIS;620118299;USLD CH CALAIS;620101337
STB;2014;620000349;04;CH REGION DE ST OMER;620111005;USLD CH REGION SAINT-OMER;620101360
STB;2014;620000596;09;CTRE LA PRESQU'ILE - L'ARCHIPEL;;;750820680
STB;2014;620000638;05;ASSOC REGIONALE ESPOIR ET VIE;620115584;CENTRE DE POST-CURE ECOIVRES I;620000638
STB;2014;620000638;05;ASSOC REGIONALE ESPOIR ET VIE;620115592;CENTRE DE POST-CURE ECOIVRES II;620000638
STB;2014;620000653;04;CH BOULOGNE-SUR-MER;620114561;CMP ADULTES BOULOGNE 62G03;620103440
STB;2014;620000653;04;CH BOULOGNE-SUR-MER;620114579;CMP ADULTES BOULOGNE 62G04;620103440
STB;2014;620000653;04;CH BOULOGNE-SUR-MER;620116467;USLD CH BOULOGNE SUR MER;620103440
STB;2014;620001834;05;GROUPE AHNAC;620003699;AT BULLY AHNAC;620001834
STB;2014;620001834;05;GROUPE AHNAC;620004168;CATTP BULLY - AHNAC;620001834
STB;2014;620001834;05;GROUPE AHNAC;620004598;AT LIEVIN AHNAC;620001834
STB;2014;620001834;05;GROUPE AHNAC;620004838;CTRE PSYCHO MARRONNIERS BULLY;620001834
STB;2014;620001834;05;GROUPE AHNAC;620025445;AT GRENAY AHNAC;620001834
STB;2014;620001834;05;GROUPE AHNAC;620114611;C.M.P.S PSY GLE LIEVIN;620001834
STB;2014;620001834;05;GROUPE AHNAC;620115626;LES MARRONNIERS HOP DE JOUR;620001834
STB;2014;620001834;05;GROUPE AHNAC;620118240;CENTRE DE POST-CURE BULLY;620001834
STB;2014;620002154;14;INSTITUT ALBERT CALMETTE A CAMIERS;620009779;HOP JOUR GABRIEL PERI INST CAMIERS;620112607
STB;2014;620002154;14;INSTITUT ALBERT CALMETTE A CAMIERS;620009829;HOP JOUR BOULOGNE INSTITUT CAMIERS;620112607
STB;2014;620002154;14;INSTITUT ALBERT CALMETTE A CAMIERS;620009878;CMP CATTP LE CHEMIN VERT IDAC CAMIERS;620112607
STB;2014;620002154;14;INSTITUT ALBERT CALMETTE A CAMIERS;620009928;CMP CATTP -LE PORTEL- INSTIT. CAMIERS;620112607
STB;2014;620002154;14;INSTITUT ALBERT CALMETTE A CAMIERS;620009969;CMP CATTP ETAPLES INSTITUT CAMIERS;620112607
